name;age;sex;marital-status;occupation;coord
Patrick Harris;38;Male;Divorced;Craft-repair;50.56238::4.14302
Rodney Cowan;60;Male;Married-civ-spouse;Craft-repair;50.43598::3.83593
Jason Williams;34;Male;Married-civ-spouse;Exec-managerial;50.71757::4.60304
Eric Smith;57;Male;Married-civ-spouse;Other-service;50.59795::5.93249
Ronald Rodriguez;39;Male;Divorced;Sales;51.19283::4.41875
Larry Williams;50;Male;Married-civ-spouse;Farming-fishing;50.44750::3.87880
Kristopher Glass;45;Male;Married-civ-spouse;Prof-specialty;51.29868::3.08068
Tyler Reid;37;Male;Separated;Exec-managerial;50.47756::3.96365
Richard Mcpherson;27;Male;Never-married;Handlers-cleaners;51.34095::4.64546
Katherine Grimes;43;Female;Divorced;Exec-managerial;50.15836::4.48887
Megan Roberts;41;Female;Divorced;Tech-support;51.15482::4.44914
John Perez;20;Male;Never-married;Exec-managerial;50.61286::5.59373
Diana Lucas;44;Female;Separated;Exec-managerial;49.84951::5.66602
Michael Mccoy;50;Male;Married-civ-spouse;Exec-managerial;50.98882::4.79359
Nicole Miller;54;Female;Widowed;Exec-managerial;50.59633::5.62859
Christine Carson;31;Female;Never-married;Exec-managerial;51.21127::4.39700
Sherry Kelley;33;Female;Never-married;Adm-clerical;51.24775::4.45448
Phillip Banks;22;Male;Never-married;Other-service;51.15877::3.05008
Bradley Perez;46;Male;Married-civ-spouse;Craft-repair;50.86352::5.62559
Debra Carlson;30;Female;Married-civ-spouse;Adm-clerical;50.83568::4.19373
Eric Greene;57;Male;Widowed;Exec-managerial;50.42125::4.42361
William Brooks;26;Male;Never-married;Machine-op-inspct;50.70678::5.65579
Jared Roberts;52;Male;Married-civ-spouse;Protective-serv;50.83771::4.34086
Taylor Salazar;55;Female;Divorced;Prof-specialty;50.78081::4.34191
Jeffrey Bradley;47;Male;Married-civ-spouse;Sales;51.08915::4.32916
Anthony Stark;19;Male;Never-married;Craft-repair;50.77807::3.87289
Wayne Gomez;26;Male;Never-married;Transport-moving;51.13448::4.74823
Leslie Boyd;44;Female;Divorced;Prof-specialty;51.12109::2.63488
Benjamin Murphy;42;Male;Never-married;Exec-managerial;50.71785::5.56796
Curtis Griffith;39;Male;Married-civ-spouse;Exec-managerial;50.94511::4.04755
Lisa Chaney;26;Female;Never-married;Adm-clerical;50.80776::4.32538
James Smith MD;26;Male;Married-civ-spouse;Prof-specialty;50.79905::4.33696
Michael Galloway MD;50;Male;Married-civ-spouse;Sales;50.73394::4.23293
Chad Brown;46;Male;Married-civ-spouse;Exec-managerial;51.18781::4.56295
Ryan Johnson;18;Male;Never-married;Tech-support;50.37763::4.97584
Peter Hess;26;Male;Never-married;Exec-managerial;51.29189::4.44960
Zachary Gonzalez;32;Male;Married-civ-spouse;Sales;50.73285::4.23205
Stephanie Davis;50;Female;Married-spouse-absent;Other-service;50.42582::4.22403
Jeffrey Craig;47;Male;Married-civ-spouse;Protective-serv;50.94550::4.74856
Debra Sanchez;52;Female;Married-civ-spouse;Other-service;50.95970::4.24011
Albert Villarreal;25;Male;Married-civ-spouse;Exec-managerial;50.82190::5.07900
Eddie Fleming;42;Male;Married-civ-spouse;Transport-moving;50.84017::4.31509
Joseph Stewart;53;Male;Married-civ-spouse;Exec-managerial;50.94294::4.01583
Angela Brown;30;Female;Never-married;Handlers-cleaners;51.21104::2.87945
David Black;23;Male;Never-married;Farming-fishing;51.21414::4.13108
Calvin Franklin;32;Male;Married-civ-spouse;Farming-fishing;50.44819::4.24912
Christopher Meyers;29;Male;Separated;Prof-specialty;50.95312::3.28227
Aaron Hunter;40;Male;Married-civ-spouse;Other-service;51.03577::4.47718
Kevin Wilson;45;Male;Married-civ-spouse;Prof-specialty;50.63331::5.55211
Terry Lee;55;Male;Married-civ-spouse;Prof-specialty;50.73629::3.21656
John Johnson;59;Male;Married-civ-spouse;Prof-specialty;50.16230::5.24949
Patrick Lawrence;56;Male;Married-civ-spouse;Sales;50.83501::4.27848
Michael Velasquez;23;Male;Never-married;Craft-repair;50.42798::4.72241
John Allen;37;Male;Married-civ-spouse;Protective-serv;50.72619::4.24230
Eric Smith;25;Male;Married-civ-spouse;Craft-repair;50.88680::4.34260
Jeanne Hines;27;Female;Never-married;Priv-house-serv;50.54107::3.33903
Mary Barnes;21;Female;Never-married;Other-service;50.08827::5.50552
Daniel Spence;47;Male;Married-civ-spouse;Transport-moving;51.19113::4.43260
Nicholas Beck;38;Male;Married-civ-spouse;Machine-op-inspct;50.94748::4.19677
Elizabeth Fisher;62;Female;Divorced;Prof-specialty;50.59044::5.53920
John Wright;27;Male;Married-civ-spouse;Sales;50.87507::4.05221
Brandy Bennett;27;Female;Never-married;Other-service;50.82804::3.22906
Kim Ford;40;Female;Married-civ-spouse;Adm-clerical;50.86932::4.31177
David Turner;22;Male;Never-married;Sales;50.94243::4.55301
Mark Hernandez;33;Male;Divorced;Exec-managerial;51.18549::3.44513
Lisa Hernandez;28;Female;Married-civ-spouse;Prof-specialty;51.22306::4.49887
Joshua Lynn;28;Male;Married-civ-spouse;Machine-op-inspct;50.46352::4.34590
Jake Webster;29;Male;Never-married;Transport-moving;50.91170::4.12101
Amber Moreno;46;Female;Divorced;Exec-managerial;50.83012::3.36222
Nathan Acosta;30;Male;Married-civ-spouse;Machine-op-inspct;50.97898::2.68955
Sergio Garrett;28;Male;Never-married;Craft-repair;50.79508::3.85515
Dave West;39;Male;Married-civ-spouse;Adm-clerical;51.20308::4.47017
William Prince;35;Male;Never-married;Sales;51.11634::4.65803
Hannah Brown;50;Female;Married-civ-spouse;Sales;50.47460::4.20779
Renee Garrett;63;Female;Widowed;Other-service;50.87076::4.27253
Dennis Anderson;56;Male;Married-civ-spouse;Craft-repair;50.82186::3.35393
Thomas Kent;46;Male;Married-civ-spouse;Adm-clerical;50.60859::4.65392
Katelyn Howard;19;Female;Never-married;Other-service;51.29867::3.08162
Kelly Jones;31;Female;Divorced;Other-service;50.96582::5.69909
Jason Short MD;51;Male;Married-civ-spouse;Exec-managerial;50.47938::4.19201
Matthew Anderson;17;Male;Never-married;Sales;50.64539::5.56147
Debbie Smith;27;Female;Never-married;Protective-serv;50.63108::5.58560
Ricky Morales;30;Male;Never-married;Adm-clerical;50.81990::4.38704
Christina Hernandez;18;Female;Never-married;Protective-serv;50.46708::4.27344
Anthony Collins;41;Male;Divorced;Exec-managerial;50.80432::4.35820
Heather Hubbard;40;Female;Married-civ-spouse;Prof-specialty;50.86806::5.50990
George Hood;35;Male;Never-married;Sales;50.81137::5.20183
Ashley Monroe;29;Female;Never-married;Sales;50.60849::4.45070
Timothy Shaw MD;27;Male;Married-civ-spouse;Sales;50.66648::4.61105
Anthony Beasley;25;Male;Never-married;Transport-moving;50.74436::3.52600
Susan Crosby;53;Female;Divorced;Other-service;50.61040::4.15568
Micheal Collins;53;Male;Married-civ-spouse;Other-service;51.15330::3.60437
Ryan Perkins;26;Male;Never-married;Craft-repair;50.58519::5.85470
Matthew Ross;41;Male;Married-civ-spouse;Prof-specialty;50.94092::4.07279
Steven Howell;28;Male;Married-civ-spouse;Exec-managerial;51.03586::5.18327
Ryan Lopez;48;Male;Separated;Prof-specialty;50.84563::4.26976
Jamie Higgins;22;Male;Never-married;Exec-managerial;51.18617::4.38820
Ryan Long;40;Male;Married-civ-spouse;Prof-specialty;50.67017::3.28527
Kenneth Contreras;52;Male;Married-civ-spouse;Exec-managerial;50.44017::3.88043
Taylor Rodriguez;53;Female;Widowed;Prof-specialty;51.21184::4.42679
Christopher Levine;40;Male;Married-civ-spouse;Craft-repair;50.87957::4.33870
Jason Estrada;57;Male;Divorced;Machine-op-inspct;51.10286::3.59410
Matthew Miller;53;Male;Separated;Craft-repair;51.08045::3.71344
Angela Smith;23;Female;Never-married;Adm-clerical;50.92394::5.13636
Ryan Pruitt;31;Male;Married-civ-spouse;Craft-repair;50.86786::4.37070
Christopher Alexander;20;Male;Never-married;Handlers-cleaners;50.66825::5.73002
Kathy Davenport;25;Female;Never-married;Prof-specialty;50.88830::3.60519
Sarah Kemp;37;Female;Never-married;Exec-managerial;50.42848::3.78938
Garrett Sandoval;50;Male;Married-civ-spouse;Craft-repair;51.21730::2.91135
Charles Hughes;34;Male;Married-civ-spouse;Transport-moving;51.02194::4.42961
Javier Ramirez;37;Male;Married-civ-spouse;Exec-managerial;51.18863::4.37465
Aaron Mason;52;Male;Married-civ-spouse;Exec-managerial;51.05003::3.72967
Jay Moore;29;Male;Married-civ-spouse;Farming-fishing;50.66063::5.68288
Mark Hunter;49;Male;Married-civ-spouse;Exec-managerial;50.66331::4.23402
Angela Carson;31;Female;Married-civ-spouse;Other-service;51.24166::2.95739
Michael Ramos;47;Male;Married-civ-spouse;Craft-repair;50.82851::4.33903
Jerry Lee;51;Male;Married-civ-spouse;Craft-repair;50.79779::4.41064
Vanessa Colon;27;Female;Married-civ-spouse;Sales;50.68779::4.01649
Daniel Mcintosh;23;Male;Never-married;Exec-managerial;50.66527::5.62202
Brian Mata;55;Male;Married-civ-spouse;Prof-specialty;50.80886::4.38732
Jorge Nolan DDS;28;Male;Married-civ-spouse;Exec-managerial;50.46369::4.04431
Sonya Simmons;31;Female;Never-married;Prof-specialty;51.23000::5.30865
Nicholas Cooper;30;Male;Never-married;Transport-moving;50.87335::3.33179
Thomas Moody;23;Male;Never-married;Prof-specialty;50.95635::5.44248
John Davidson;19;Male;Never-married;Sales;51.35021::4.76988
Jacob Jones;22;Male;Never-married;Sales;50.83221::3.60574
Brittany Ramirez;50;Female;Divorced;Other-service;51.19600::4.50308
Christopher Hatfield;21;Male;Never-married;Other-service;51.16214::4.98909
James Hopkins;75;Male;Widowed;Sales;50.17500::4.82351
Gregory Gomez;29;Male;Never-married;Machine-op-inspct;50.88997::3.43988
John Clements;47;Male;Married-civ-spouse;Craft-repair;50.88982::4.32690
Stephen Conrad;20;Male;Never-married;Machine-op-inspct;50.87356::4.70860
Kenneth Wilson;33;Male;Never-married;Other-service;51.26408::4.82375
Michael Mayo;45;Male;Married-civ-spouse;Prof-specialty;51.09733::4.28906
Andrea Contreras;41;Female;Divorced;Prof-specialty;51.05922::3.27961
Harold Maddox;23;Male;Never-married;Machine-op-inspct;51.23411::2.91699
Daniel Luna;38;Male;Married-civ-spouse;Adm-clerical;50.00519::5.72575
Francis Sloan;67;Male;Married-civ-spouse;Protective-serv;50.47148::4.17618
Alexander Frederick;21;Male;Never-married;Tech-support;50.92783::3.93495
Louis Pope;38;Male;Never-married;Prof-specialty;51.06325::3.73722
Christopher Stark;31;Male;Married-civ-spouse;Craft-repair;51.21810::2.93053
Stephen Nguyen;59;Male;Married-civ-spouse;Sales;51.32894::4.85512
Andre Gallegos;36;Male;Never-married;Other-service;51.17230::4.42843
Frank Wade;50;Male;Widowed;Prof-specialty;50.99929::5.07949
Jeffrey Thompson;60;Male;Married-civ-spouse;Craft-repair;51.09876::3.53754
Kevin Walter;30;Male;Married-civ-spouse;Exec-managerial;50.61948::5.58327
Michael Obrien;28;Male;Never-married;Sales;50.47678::5.04526
Louis Best;36;Male;Married-civ-spouse;Craft-repair;51.06175::3.27944
James Avila;27;Male;Married-civ-spouse;Other-service;50.23967::4.49445
Tammy Edwards;18;Female;Never-married;Other-service;50.87267::4.34149
Blake Cruz;44;Male;Married-civ-spouse;Exec-managerial;50.48967::5.87040
Ryan Warren;56;Male;Married-civ-spouse;Other-service;50.68680::4.69091
Bruce Williams;51;Male;Married-civ-spouse;Protective-serv;50.56590::4.15148
Jesse Santos;48;Male;Married-civ-spouse;Prof-specialty;50.80487::4.32294
Jorge Hunt;31;Male;Married-civ-spouse;Prof-specialty;50.81370::3.08222
Alexander Cline;35;Male;Never-married;Transport-moving;50.73081::5.56559
Mark Obrien;35;Male;Divorced;Handlers-cleaners;50.88760::3.44093
Scott Thompson;36;Male;Married-civ-spouse;Craft-repair;50.98340::3.84530
Clinton Strong;47;Male;Married-civ-spouse;Craft-repair;51.06252::4.14637
Benjamin Turner;23;Male;Never-married;Other-service;50.88516::4.69380
Dana Bartlett;21;Female;Never-married;Sales;50.86034::4.33439
Katelyn Bradley;49;Female;Separated;Exec-managerial;50.91792::3.15648
Adam Jones;51;Male;Married-civ-spouse;Prof-specialty;50.71454::6.01763
Marcus Wilson;46;Male;Married-civ-spouse;Craft-repair;50.89497::4.04857
Jason Weaver;31;Male;Married-civ-spouse;Farming-fishing;50.64430::5.56765
James Hopkins;27;Male;Married-civ-spouse;Machine-op-inspct;50.83498::4.30842
Andrew Perez;48;Male;Married-civ-spouse;Craft-repair;50.40726::3.85907
Victoria Williams;30;Female;Divorced;Adm-clerical;49.56457::5.83057
Ryan Taylor DDS;29;Male;Divorced;Prof-specialty;50.23696::4.23803
Rebekah Pena;50;Female;Never-married;Exec-managerial;50.83065::4.02292
Robert Huang;18;Male;Never-married;Transport-moving;50.92580::3.13135
Benjamin Perez;37;Male;Married-civ-spouse;Exec-managerial;50.78706::3.18392
Daniel Barrett;51;Male;Married-civ-spouse;Sales;50.81348::3.62540
Bradley Erickson;31;Male;Married-civ-spouse;Craft-repair;51.06586::4.98879
Dr. Austin Hanson MD;29;Male;Divorced;Tech-support;50.95111::3.27988
Timothy Green;39;Male;Married-civ-spouse;Craft-repair;51.13203::2.66852
Jeffrey Moreno;48;Male;Married-civ-spouse;Sales;50.38896::4.40492
Michael Parker;44;Male;Married-civ-spouse;Sales;51.00949::3.75370
David Mclean;39;Male;Married-civ-spouse;Machine-op-inspct;50.95033::5.48864
John Watkins;22;Male;Never-married;Handlers-cleaners;50.94039::4.04204
William Moore;42;Male;Divorced;Craft-repair;50.96796::4.19279
Amy Brown;18;Female;Never-married;Sales;49.55588::5.83877
Nicole Smith;27;Female;Married-spouse-absent;Sales;50.68464::5.54902
Andrea Hines;51;Female;Separated;Machine-op-inspct;51.19787::4.45921
Ralph Richmond;27;Male;Married-civ-spouse;Exec-managerial;50.87543::4.40871
Dr. Lucas Bell;60;Male;Married-civ-spouse;Farming-fishing;51.15026::4.46284
Philip Crosby;36;Male;Married-civ-spouse;Handlers-cleaners;51.06032::5.39608
William Barron;45;Male;Married-civ-spouse;Exec-managerial;50.54869::5.96159
Daniel Anderson;40;Male;Married-civ-spouse;Sales;50.83663::4.37589
John Butler;63;Male;Married-civ-spouse;Prof-specialty;51.31332::3.30178
Kurt Perkins;41;Male;Married-spouse-absent;Transport-moving;50.91695::4.27989
Emily Smith;34;Female;Divorced;Transport-moving;50.93579::4.32890
Eric Walker;34;Male;Married-civ-spouse;Adm-clerical;50.96298::4.71181
Diana Sandoval;31;Female;Married-civ-spouse;Adm-clerical;51.14623::4.96016
Ashley Thomas;22;Female;Never-married;Prof-specialty;50.83624::4.31059
Harry White;49;Male;Married-civ-spouse;Exec-managerial;51.24520::4.50677
David Doyle;36;Male;Married-civ-spouse;Prof-specialty;51.14760::2.95271
Roger Perez;27;Male;Never-married;Tech-support;50.38425::3.80371
Russell Ramirez;52;Male;Married-civ-spouse;Farming-fishing;51.00875::4.51719
Johnny Bernard;29;Male;Married-civ-spouse;Other-service;49.56633::5.53065
Brett Torres;27;Male;Separated;Machine-op-inspct;50.94480::3.12209
Kelly Blair;42;Female;Never-married;Other-service;50.63135::5.80179
Lindsey Sexton;49;Female;Widowed;Sales;50.46564::4.42115
Jordan Long;24;Male;Never-married;Craft-repair;50.59667::5.86190
John Thomas;22;Male;Never-married;Sales;50.99315::3.27182
Kevin Horton;30;Male;Never-married;Sales;50.49509::5.47098
Robert Cruz;28;Male;Never-married;Other-service;51.14374::2.73068
Christopher Middleton;20;Male;Never-married;Other-service;51.23658::4.01093
James Hancock;45;Male;Married-civ-spouse;Prof-specialty;50.75705::3.42990
Melissa Obrien;39;Female;Divorced;Sales;50.61318::4.44317
Patrick Roberts;43;Male;Never-married;Prof-specialty;51.03268::3.71632
Michelle Mclaughlin;18;Female;Never-married;Sales;51.14699::4.34570
Michael Morton;53;Male;Married-civ-spouse;Machine-op-inspct;51.06192::4.47990
Paul Spence;74;Male;Married-civ-spouse;Sales;51.04250::4.47257
Keith Harrell;39;Male;Married-civ-spouse;Prof-specialty;51.10340::4.36921
Edward Lee;49;Male;Married-civ-spouse;Craft-repair;51.07654::4.79271
Steven Phillips;21;Male;Married-civ-spouse;Handlers-cleaners;50.68284::4.83445
Brandon Vaughan;39;Male;Never-married;Craft-repair;50.47649::4.22591
Bradley Murphy;49;Male;Married-civ-spouse;Sales;50.70666::3.31860
Brandon Mitchell;47;Male;Married-civ-spouse;Exec-managerial;50.85693::4.44995
Jackson Ruiz;46;Male;Married-civ-spouse;Exec-managerial;51.30317::4.44499
Matthew Ortiz;29;Male;Married-civ-spouse;Craft-repair;50.85241::4.32104
Amy Nguyen;61;Female;Widowed;Prof-specialty;50.60885::3.37284
Sarah Simpson;48;Female;Divorced;Exec-managerial;51.09921::4.37298
George Allen;44;Male;Divorced;Craft-repair;50.54644::5.27762
Daniel Gates;37;Male;Married-civ-spouse;Craft-repair;50.65561::5.60586
Dwayne Duncan;45;Male;Married-civ-spouse;Sales;50.87067::4.25697
Steven Luna;51;Male;Married-civ-spouse;Prof-specialty;51.06627::3.09683
Kelly Baker;33;Female;Never-married;Exec-managerial;50.80541::3.16948
Christine Frost;55;Female;Married-civ-spouse;Prof-specialty;51.06330::4.65808
Mary Anderson;25;Female;Married-civ-spouse;Other-service;50.47315::4.12252
George Perez;26;Male;Divorced;Farming-fishing;51.13849::3.14094
John Chase;54;Male;Married-civ-spouse;Exec-managerial;51.10710::3.68685
Jessica Navarro;38;Female;Never-married;Sales;50.66432::4.35599
Crystal Haynes;39;Female;Married-civ-spouse;Prof-specialty;50.82962::4.35734
Kyle Davis;20;Male;Never-married;Prof-specialty;50.95516::5.56080
Heather Oliver;30;Female;Divorced;Adm-clerical;50.86116::4.29756
Randall Aguilar;29;Male;Divorced;Adm-clerical;50.70994::4.63890
Rachel Davila;42;Female;Divorced;Handlers-cleaners;50.16246::5.26368
Andrew Cline;24;Male;Never-married;Adm-clerical;51.13506::2.71002
Stuart Barron;36;Male;Married-civ-spouse;Machine-op-inspct;49.62600::5.69903
Eric Oneill;60;Male;Married-civ-spouse;Adm-clerical;51.05925::4.20468
Mark Friedman;42;Male;Divorced;Farming-fishing;50.13310::5.28641
Juan Mann;42;Male;Married-civ-spouse;Craft-repair;50.87860::4.32937
Tonya Cummings;46;Female;Married-spouse-absent;Machine-op-inspct;50.82969::4.36841
Holly Jacobs;52;Female;Married-spouse-absent;Exec-managerial;51.24957::2.98188
Holly Simmons MD;43;Female;Divorced;Adm-clerical;50.84596::4.39455
Ashley Fowler;43;Female;Never-married;Prof-specialty;51.24933::4.45011
Jesse Anderson;27;Male;Divorced;Craft-repair;50.89145::4.38771
Christopher Green;52;Male;Married-civ-spouse;Exec-managerial;51.06098::4.35739
Matthew Rivers;31;Male;Married-civ-spouse;Transport-moving;51.04933::3.98505
Tracey Arnold;44;Female;Never-married;Other-service;50.62952::5.50204
Jessica Escobar;27;Female;Divorced;Prof-specialty;50.47450::5.47149
Alexander Johnson;50;Male;Divorced;Exec-managerial;51.30465::3.10795
Stephanie Figueroa;23;Female;Never-married;Tech-support;51.20679::4.40776
Rachel Martin;22;Female;Never-married;Adm-clerical;50.74475::3.58910
Cassandra Baker;36;Female;Never-married;Exec-managerial;50.44877::3.78964
Shelly Wolfe;24;Female;Never-married;Tech-support;51.08338::3.45655
Patrick Brown;59;Male;Married-civ-spouse;Sales;51.25445::4.45805
Wesley Harper;39;Male;Married-civ-spouse;Craft-repair;50.63888::5.58374
David Mcdowell;23;Male;Never-married;Exec-managerial;51.30520::3.11255
Crystal Stevenson;37;Female;Never-married;Prof-specialty;51.02733::3.80475
Ms. Deanna Wilson;25;Female;Never-married;Adm-clerical;51.34876::3.28830
Stephanie Kennedy;40;Female;Married-civ-spouse;Craft-repair;50.62926::5.54038
Lee Garcia;38;Male;Married-civ-spouse;Prof-specialty;51.06124::4.10792
Troy Weaver;31;Male;Married-civ-spouse;Other-service;50.37969::4.36911
Dawn Romero;28;Female;Divorced;Prof-specialty;51.21430::5.11297
Benjamin Joseph;24;Male;Never-married;Sales;51.00782::4.11984
Gary Lyons;46;Male;Married-civ-spouse;Protective-serv;50.14498::4.75617
Tara Gallagher;29;Female;Married-civ-spouse;Machine-op-inspct;51.24925::4.49048
Matthew Sullivan;38;Male;Married-civ-spouse;Prof-specialty;51.14989::5.61130
Robin Jones;53;Female;Separated;Exec-managerial;51.04960::3.03270
Cynthia Gordon;33;Female;Married-civ-spouse;Tech-support;51.19510::4.09338
Matthew Hernandez;44;Male;Married-civ-spouse;Machine-op-inspct;51.18351::4.37512
Richard Garrison;46;Male;Divorced;Prof-specialty;50.85617::3.37782
Donald Collins;30;Male;Never-married;Sales;50.50818::5.57968
Joshua Cooper;24;Male;Married-civ-spouse;Sales;50.35672::5.82791
Lauren Taylor;29;Female;Never-married;Adm-clerical;50.78778::3.47566
Carl Lee;62;Male;Married-civ-spouse;Exec-managerial;50.87504::4.69046
Brendan Kane;25;Male;Married-spouse-absent;Exec-managerial;51.20551::4.34684
Darrell Garrett;45;Male;Never-married;Other-service;50.83536::4.36266
Joseph Burns;21;Male;Never-married;Craft-repair;50.89828::4.39791
Taylor Hughes;64;Male;Married-civ-spouse;Transport-moving;50.84518::2.88738
Joshua Gray;39;Male;Divorced;Tech-support;50.93078::5.51936
Cody Humphrey;60;Male;Married-civ-spouse;Sales;51.22918::4.60438
Victor Hunt;35;Male;Never-married;Tech-support;50.87159::4.29966
Todd Oliver;27;Male;Never-married;Tech-support;50.97897::3.18912
Mitchell Hill;41;Male;Divorced;Craft-repair;50.64110::5.59126
Jason Hanson;32;Male;Married-civ-spouse;Prof-specialty;51.09287::3.70592
Michael Delgado;24;Male;Married-civ-spouse;Craft-repair;51.05919::4.99451
Stanley Miller;32;Male;Married-civ-spouse;Craft-repair;50.38100::5.67975
David Strickland;42;Male;Married-civ-spouse;Exec-managerial;50.34294::4.49798
Debra Hendricks;58;Female;Widowed;Sales;50.82031::4.38716
Joseph Brown;23;Male;Married-civ-spouse;Prof-specialty;50.40075::3.89453
Charles Johnson;31;Male;Married-civ-spouse;Farming-fishing;51.34842::4.33164
Brandi Evans;37;Female;Married-civ-spouse;Prof-specialty;50.97263::4.19418
Jon Hernandez;19;Male;Never-married;Sales;50.86923::4.70648
Sherry Robinson;27;Female;Never-married;Prof-specialty;50.89897::4.31216
Bernard Norman;61;Male;Married-civ-spouse;Sales;50.77532::3.88215
John Carson;39;Male;Married-civ-spouse;Prof-specialty;50.77810::4.24396
Riley Zimmerman;25;Male;Never-married;Handlers-cleaners;50.70963::4.24221
Anthony Green;58;Male;Married-civ-spouse;Sales;49.60853::5.76334
Tom Santiago;27;Male;Married-civ-spouse;Transport-moving;50.59871::3.37416
Michael Wallace;51;Male;Married-civ-spouse;Handlers-cleaners;51.30671::3.12624
Charles Martin;43;Male;Married-civ-spouse;Prof-specialty;50.89772::3.99802
Anna Clark;46;Female;Divorced;Adm-clerical;51.03159::3.80458
Roy Goodman;50;Male;Married-civ-spouse;Handlers-cleaners;51.05613::3.70043
Robert Johnson;20;Male;Never-married;Handlers-cleaners;49.57140::5.79881
Hannah Lyons;35;Female;Widowed;Prof-specialty;50.60233::5.36508
Gregory Hernandez;57;Male;Married-civ-spouse;Handlers-cleaners;50.70595::4.61645
Jennifer Huerta;40;Female;Married-civ-spouse;Adm-clerical;50.92563::4.40144
Larry Molina;42;Male;Never-married;Farming-fishing;51.09057::3.71637
Ryan Drake;67;Male;Married-civ-spouse;Craft-repair;50.87540::4.37597
Joshua Davis;47;Male;Married-civ-spouse;Machine-op-inspct;50.97510::5.50318
Edward Ramos;30;Male;Never-married;Handlers-cleaners;51.20650::4.45141
Holly Hernandez;26;Female;Never-married;Machine-op-inspct;50.48539::5.77055
Paul Hernandez;51;Male;Married-civ-spouse;Craft-repair;51.15817::4.14785
Cathy Bond;38;Female;Widowed;Other-service;49.61624::5.66005
Mr. Carlos Williams;24;Male;Married-civ-spouse;Handlers-cleaners;51.19820::3.32830
Patricia King;48;Female;Married-civ-spouse;Sales;51.22816::4.84471
Cody Estrada;70;Male;Married-civ-spouse;Handlers-cleaners;51.07299::3.68510
Gary Briggs;35;Male;Married-civ-spouse;Craft-repair;51.22078::4.47750
Corey Lopez;26;Male;Married-civ-spouse;Craft-repair;50.44408::4.25569
Zachary Miller;64;Male;Never-married;Exec-managerial;50.62920::5.56703
Judith Miller;26;Female;Never-married;Adm-clerical;50.70161::5.24370
Cory Owens;39;Male;Married-civ-spouse;Transport-moving;51.01266::3.81987
Tamara Palmer;55;Female;Never-married;Adm-clerical;51.03855::3.71357
Joseph Jefferson;33;Male;Married-civ-spouse;Craft-repair;50.94652::4.46904
Mr. David Simmons Jr.;31;Male;Married-civ-spouse;Exec-managerial;51.04052::4.25931
Michael Jackson;28;Male;Never-married;Adm-clerical;51.18158::4.15988
Richard Hanna;50;Male;Married-civ-spouse;Machine-op-inspct;51.01472::4.00208
Debra Wilson;26;Female;Married-civ-spouse;Prof-specialty;50.87401::4.08926
Courtney Boyd;44;Female;Divorced;Adm-clerical;50.68703::5.52083
Shawn Glover;51;Male;Married-spouse-absent;Craft-repair;50.97404::4.46987
John Schroeder;34;Male;Married-civ-spouse;Other-service;50.58577::4.77251
Anthony Phelps;37;Male;Married-civ-spouse;Prof-specialty;50.68379::4.28351
Blake Stephens;29;Male;Married-civ-spouse;Prof-specialty;51.15608::4.42725
Ryan Payne;24;Male;Never-married;Prof-specialty;50.81460::4.34498
Rachel Rangel;27;Female;Divorced;Adm-clerical;51.06052::3.79755
Willie Miles;44;Male;Married-civ-spouse;Craft-repair;51.23009::2.94495
Jason Carson;24;Male;Never-married;Machine-op-inspct;50.66073::5.50085
James Smith;54;Male;Married-civ-spouse;Exec-managerial;51.17588::3.92588
Jacqueline Adams DVM;47;Female;Separated;Adm-clerical;50.88684::4.59384
Travis Walker;30;Male;Never-married;Other-service;50.98223::4.61186
Susan Bishop;35;Female;Divorced;Adm-clerical;50.84596::4.34818
Samuel Cain;39;Male;Married-civ-spouse;Adm-clerical;50.93315::3.35811
Olivia Pratt;42;Female;Separated;Adm-clerical;50.93208::4.04066
Christopher Dean;70;Male;Married-civ-spouse;Exec-managerial;50.41278::3.89384
Mark Kim;41;Male;Married-civ-spouse;Adm-clerical;51.18020::5.19289
Shannon Romero;36;Female;Never-married;Exec-managerial;51.03137::3.85031
Michael Fletcher;44;Male;Married-civ-spouse;Prof-specialty;50.84812::2.72861
Gabriela Bennett;20;Female;Never-married;Transport-moving;50.34991::4.43467
Chris Macdonald;29;Male;Never-married;Prof-specialty;51.11633::4.56572
Victoria Clark;27;Female;Married-civ-spouse;Tech-support;51.09711::3.49934
Matthew Wright;30;Male;Married-civ-spouse;Prof-specialty;50.84341::2.87527
Thomas Cooke;59;Male;Married-civ-spouse;Farming-fishing;51.32013::4.98947
Samantha Aguilar;31;Female;Never-married;Other-service;51.18100::5.10637
Michael Garcia;21;Male;Never-married;Other-service;51.21578::3.22090
Jacob Myers;26;Male;Never-married;Craft-repair;50.03621::4.52117
James Nelson;57;Male;Married-civ-spouse;Sales;50.68092::5.55404
Zachary Branch;59;Male;Married-civ-spouse;Craft-repair;51.14763::2.95742
Cole Howard;25;Male;Never-married;Transport-moving;50.84413::3.17864
Matthew Munoz;39;Male;Married-civ-spouse;Prof-specialty;51.17093::4.44503
Christopher Price;53;Male;Married-civ-spouse;Prof-specialty;51.27756::4.42970
Alexandra Daniel;32;Female;Never-married;Adm-clerical;50.82523::3.21066
Charles Sampson;38;Male;Married-civ-spouse;Craft-repair;50.80431::4.94128
Tracy Harrington;21;Female;Never-married;Adm-clerical;50.37379::4.77949
